0	1868	6.80015877857608753e-02		6.90923309313818179e-01
1	7089	4.91025015042314619e-02		7.64754419567419741e-01
2	7113	4.91025015042312191e-02		7.64754419567419741e-01
3	7119	4.54301314707035234e-02		7.29871209983116498e-01
4	3454	4.48397619235555295e-02		6.90923309313818179e-01
5	4141	4.09592658424485292e-02		6.90923309313818179e-01
6	3252	3.77769900068729986e-02		6.90923309313818179e-01
7	7085	3.39723448657953675e-02		6.27705257197150535e-01
8	7092	3.39485751484765383e-02		7.64754419567419741e-01
9	7067	3.39485751484764897e-02		7.64754419567419741e-01
10	7040	3.39485751484763926e-02		7.64754419567419741e-01
11	2402	3.19492679647416372e-02		6.90923309313818179e-01
12	6219	1.95662476646274279e-02		6.90923309313818179e-01
13	4279	1.95662476646273585e-02		6.90923309313818179e-01
14	7059	1.95659677201190096e-02		6.27705257197150535e-01
15	7046	1.88184185100386640e-02		6.27705257197150535e-01
16	7051	1.88184185100386640e-02		6.27705257197150535e-01
17	7095	1.88184185100386363e-02		6.27705257197150535e-01
18	7055	1.51529263557572211e-02		4.85094091302211650e-01
19	7030	1.51291566384399272e-02		7.29871209983116498e-01
20	7036	1.51291566384399272e-02		7.29871209983116498e-01
21	7037	1.51291566384399272e-02		7.29871209983116498e-01
22	7053	1.51291566384394241e-02		7.29871209983116498e-01
23	7060	1.51291566384393512e-02		7.29871209983116498e-01
24	7038	1.51291566384393339e-02		7.29871209983116498e-01
25	7042	1.51291566384393322e-02		7.29871209983116498e-01
26	7048	1.51291566384393322e-02		7.29871209983116498e-01
27	7021	9.63724803436987604e-03		5.63810333563986688e-01
28	7101	7.42245779941011572e-03		6.27705257197150535e-01
29	7102	7.42245779941011572e-03		6.27705257197150535e-01
30	7114	7.42245779941010878e-03		6.27705257197150535e-01
31	7116	7.42245779941010878e-03		6.27705257197150535e-01
32	7073	7.42245779941010271e-03		6.27705257197150535e-01
33	7127	7.42245779940727077e-03		6.27705257197150535e-01
34	7129	7.42245779940727077e-03		6.27705257197150535e-01
35	7106	7.42245779940726731e-03		6.27705257197150535e-01
36	7066	7.42245779940725083e-03		6.27705257197150535e-01
37	7068	7.42245779940725083e-03		6.27705257197150535e-01
38	7072	7.42245779940725083e-03		6.27705257197150535e-01
39	7074	7.42245779940725083e-03		6.27705257197150535e-01
40	7082	7.42245779940725083e-03		6.27705257197150535e-01
41	7084	7.42245779940725083e-03		6.27705257197150535e-01
42	7005	6.46377523330559593e-03		5.28927123979683445e-01
43	7023	6.46377523330546062e-03		5.28927123979683445e-01
44	7024	6.46377523330467479e-03		5.63810333563986688e-01
45	7020	6.46377523330452300e-03		5.63810333563986688e-01
46	4847	4.63896559850066753e-03		6.90923309313818179e-01
47	7047	4.41204136436178489e-03		6.27705257197150535e-01
48	7058	4.41204136436178489e-03		6.27705257197150535e-01
49	7124	4.41204136436177449e-03		6.27705257197150535e-01
50	7100	4.41204136436173198e-03		6.27705257197150535e-01
51	7110	4.41204136436173198e-03		6.27705257197150535e-01
52	7115	4.41204136436173198e-03		6.27705257197150535e-01
53	7069	4.41204136436172938e-03		6.27705257197150535e-01
54	7077	4.41204136436172938e-03		6.27705257197150535e-01
55	7031	4.41204136436160448e-03		6.27705257197150535e-01
56	7120	3.67137003353147249e-03		6.27705257197150313e-01
57	7044	3.67137003353137708e-03		6.27705257197150313e-01
58	7063	3.67137003353083628e-03		6.27705257197150313e-01
59	7090	3.67137003353078511e-03		6.27705257197150313e-01
60	7098	3.67137003353078511e-03		6.27705257197150313e-01
61	7103	3.67137003353078511e-03		6.27705257197150313e-01
62	7126	3.67137003353074651e-03		6.27705257197150313e-01
63	7006	3.67137003353074564e-03		6.27705257197150313e-01
64	7010	3.67137003353074564e-03		6.27705257197150313e-01
65	7013	3.67137003353074564e-03		6.27705257197150313e-01
66	7029	3.67137003353068883e-03		6.27705257197150313e-01
67	7091	3.67137003353068233e-03		6.27705257197150313e-01
68	7107	3.67137003352933748e-03		6.27705257197150313e-01
69	7049	3.67137003352911457e-03		6.27705257197150313e-01
70	6975	3.20452557961017383e-03		4.64842342437388534e-01
71	7009	3.17247280106474098e-03		4.26761171193717481e-01
72	6956	9.81572318321077613e-04		3.80714829954678646e-01
73	6218	9.79801873190855321e-04		6.90923309313818179e-01
74	6948	7.10455803279485599e-04		4.29959132853085346e-01
75	6973	7.10455803279320150e-04		4.29959132853085346e-01
76	6888	1.51323375646909359e-04		2.84617858890866660e-01
77	6875	1.47600993084155528e-04		3.41216855767578653e-01
78	6904	1.27642256830307234e-04		2.35373555992459932e-01
79	2523	1.03194341881754408e-04		4.89979223310385126e-01
80	3688	1.03194341880320401e-04		4.89979223310385126e-01
81	5728	1.03194341879991061e-04		4.89979223310385126e-01
82	5147	1.03194341879710185e-04		4.89979223310385126e-01
83	6506	1.03194341877687118e-04		4.89979223310385126e-01
84	6880	9.64127042325762504e-05		2.84617858890866660e-01
85	6930	8.81314926514316805e-05		2.84617858890866660e-01
86	6947	8.81314926506886496e-05		3.77037482965526027e-01
87	6891	8.81314926498049842e-05		2.84617858890866660e-01
88	6907	6.78094558738742817e-05		2.35373555992459932e-01
89	6966	4.20564753784849880e-05		2.27081444400510507e-01
90	6996	3.88905309215454176e-05		2.35373555992459932e-01
91	6986	3.88905309196680403e-05		3.27793180067119327e-01
92	6921	3.88905309195904114e-05		3.27793180067119327e-01
93	6922	3.88905309195904114e-05		3.27793180067119327e-01
94	6992	3.88905309195708686e-05		3.27793180067119327e-01
95	6915	3.70452954445829510e-05		3.77037482965526027e-01
96	3851	2.17893178560247015e-05		9.27623900975211163e-02
97	1041	2.17893178555251757e-05		9.27623900975211163e-02
98	761	2.17893178554733982e-05		9.27623900975211163e-02
99	5970	2.17893178554442467e-05		9.27623900975211163e-02
100	1950	2.17893178554370232e-05		9.27623900975211163e-02
101	4788	2.17893178553582017e-05		9.27623900975211163e-02
102	6588	2.17893178553523471e-05		9.27623900975211163e-02
103	420	2.17893178552521024e-05		9.27623900975211163e-02
104	4884	2.17893178552422904e-05		9.27623900975211163e-02
105	4436	2.17893178549688309e-05		9.27623900975211163e-02
106	1538	1.88126977803022810e-05		2.83680441277222417e-01
107	3671	1.88126976024101663e-05		2.83680441277222417e-01
108	1475	1.88126976014693702e-05		2.83680441277222417e-01
109	4567	1.88126976012020567e-05		2.83680441277222417e-01
110	3329	1.88126976010196533e-05		2.83680441277222417e-01
111	6451	1.88126976002733156e-05		2.83680441277222417e-01
112	4852	1.88126975999685260e-05		2.83680441277222417e-01
