0	377	1.05402435003504089e-01		2.29484468073237718e-01
1	765	7.50689131249530489e-02		1.98379897688129359e-01
2	14	6.82463813028673649e-02		2.40291306936367965e-01
3	1597	6.68687602594097708e-02		1.64230731433202520e-01
4	493	5.44994256569102942e-02		2.19877885838275111e-01
5	1671	4.82057721556000129e-02		1.74613173945910582e-01
6	1400	4.68733416455001176e-02		1.68566706506223379e-01
7	625	4.36849398812062389e-02		1.86172427998207046e-01
8	1892	4.01466188423765385e-02		1.70187259238830962e-01
9	1047	3.76105861685785553e-02		1.75204421510030295e-01
10	1917	3.56510170516854477e-02		1.62830233846845307e-01
11	1293	2.56050135296502640e-02		1.75204421510030295e-01
12	1884	2.55000976363965494e-02		1.62830233846845307e-01
13	1771	2.47926942982652117e-02		1.80907570243381222e-01
14	822	2.34797370922728878e-02		1.74920261427037038e-01
15	1758	2.27071486433331506e-02		1.45131270335923934e-01
16	1115	2.20137810722422361e-02		1.46420107065180466e-01
17	1416	2.16150291056436336e-02		1.57905846893206664e-01
18	419	2.12040710066240916e-02		1.60026538406439378e-01
19	99	1.85893237997220469e-02		1.16015893345378096e-01
20	1674	1.82375016364751882e-02		1.54675303329740998e-01
21	1423	1.66890679007094533e-02		1.82737365602124530e-01
22	1772	1.63218036702675214e-02		1.45131270335923934e-01
23	391	1.49732462758358671e-02		1.53198394963679568e-01
24	1679	1.41315543815697092e-02		1.24963520475033243e-01
25	1570	1.30675294682391328e-02		1.18142776396351457e-01
26	66	1.23168026314833499e-02		1.62830233846845307e-01
27	1873	1.12172474857009583e-02		1.30648514351760808e-01
28	1634	1.07125585970595932e-02		1.45131270335923934e-01
29	892	1.01379511347656579e-02		1.61102879590722642e-01
30	415	8.87795588002341859e-03		1.73060361964451626e-01
31	1168	7.51667564069727432e-03		1.59442679923846448e-01
32	581	5.45591023313722005e-03		1.62830233846845335e-01
33	1042	4.78036825477381588e-03		1.24963520475033243e-01
34	1640	2.94592765019433293e-03		1.08576211902045527e-01
35	1153	1.77749496631491644e-03		1.55856629739399594e-01
36	1401	1.76009283501599818e-03		1.04844838437839608e-01
37	648	1.44258345491118630e-03		1.22419270123158550e-01
38	1473	9.90361081479095755e-04		1.15244288139259313e-01
39	1635	8.42279544576325472e-04		1.52034847833836251e-01
40	249	-9.99999999361149918e-07		1.89319251242828945e-01
41	1730	-1.00000000025158547e-06		1.62830233846845335e-01
42	245	-9.99999998961154914e-07		1.61701080003559122e-01
43	824	-1.00000000005729093e-06		1.48857046190592923e-01
44	1946	-1.00000000000762812e-06		1.47136839345569675e-01
45	1511	-9.99999999957647249e-07		1.44135436480424206e-01
46	1472	-9.99999999965162125e-07		1.44135436480424206e-01
47	67	-1.00000000001603238e-06		1.41163636055352787e-01
48	267	-1.00000000128861341e-06		1.40738938736324426e-01
49	513	-9.99999999998815591e-07		1.39220519565345952e-01
50	1924	-1.00000000000229880e-06		1.36689988702030057e-01
51	1256	-1.00000000000032162e-06		1.33337267119001512e-01
52	622	-1.00000000001132711e-06		1.33337267119001512e-01
53	187	-9.99999999960442457e-07		1.33057438880218593e-01
54	1959	-1.00000000002729707e-06		1.31985296348144321e-01
55	411	-9.99999999801514512e-07		1.29260843106043466e-01
56	75	-1.00000000002095026e-06		1.28723796316627725e-01
57	992	-9.99999999921863071e-07		1.27972759373265299e-01
58	561	-9.99999999984672682e-07		1.26943589547783620e-01
59	1672	-1.00000000000238033e-06		1.26573073381171380e-01
60	1972	-1.00000000002072283e-06		1.25783478565293261e-01
61	1534	-1.00000000000816006e-06		1.25656953500285440e-01
62	1967	-9.99999999951305725e-07		1.25049148185275100e-01
